 

stn;time;rre150b0;rre024i0;rre150h0
COM;2013010508;0.0;0.0;0.0
COM;2013010509;0.0;0.0;0.0
COM;2013010510;0.0;0.0;0.0
COM;2013010511;0.0;0.0;0.0
COM;2013010512;0.0;0.0;0.0
COM;2013010513;0.0;0.0;0.0
COM;2013010514;0.0;0.0;0.0
COM;2013010515;0.0;0.0;0.0
COM;2013010516;0.0;0.0;0.0
COM;2013010517;0.0;0.0;0.0
COM;2013010518;0.0;0.0;0.0
COM;2013010519;0.0;0.0;0.0
COM;2013010520;0.0;0.0;0.0
COM;2013010521;0.0;0.0;0.0
COM;2013010522;0.0;0.0;0.0
COM;2013010523;0.0;0.0;0.0
COM;2013010600;0.0;0.0;0.0
COM;2013010601;0.0;0.0;0.0
COM;2013010602;0.0;0.0;0.0
COM;2013010603;0.0;0.0;0.0
COM;2013010604;0.0;0.0;0.0
COM;2013010605;0.0;0.0;0.0
COM;2013010606;0.0;0.0;0.0
COM;2013010607;0.0;0.0;0.0
COM;2013010608;0.0;0.0;0.0
COM;2013010609;0.0;0.0;0.0
COM;2013010610;0.0;0.0;0.0
COM;2013010611;0.0;0.0;0.0
COM;2013010612;0.0;0.0;0.0
COM;2013010613;0.0;0.0;0.0
COM;2013010614;0.0;0.0;0.0
COM;2013010615;0.0;0.0;0.0
COM;2013010616;0.0;0.0;0.0
COM;2013010617;0.0;0.0;0.0
COM;2013010618;0.0;0.0;0.0
COM;2013010619;0.0;0.0;0.0
COM;2013010620;0.0;0.0;0.0
COM;2013010621;0.0;0.0;0.0
COM;2013010622;0.0;0.0;0.0
COM;2013010623;0.0;0.0;0.0
COM;2013010700;0.0;0.0;0.0
COM;2013010701;0.0;0.0;0.0
COM;2013010702;0.0;0.0;0.0
COM;2013010703;0.0;0.0;0.0
COM;2013010704;0.0;0.0;0.0
COM;2013010705;0.0;0.0;0.0
COM;2013010706;0.0;0.0;0.0
COM;2013010707;0.0;0.0;0.0
COM;2013010708;0.0;0.0;0.0
COM;2013010709;0.0;0.0;0.0
COM;2013010710;0.0;0.0;0.0
COM;2013010711;0.0;0.0;0.0
COM;2013010712;0.0;0.0;0.0
COM;2013010713;0.0;0.0;0.0
COM;2013010714;0.0;0.0;0.0
COM;2013010715;0.0;0.0;0.0
COM;2013010716;0.0;0.0;0.0
COM;2013010717;0.0;0.0;0.0
COM;2013010718;0.0;0.0;0.0
COM;2013010719;0.0;0.0;0.0
COM;2013010720;0.0;0.0;0.0
COM;2013010721;0.0;0.0;0.0
COM;2013010722;0.0;0.0;0.0
COM;2013010723;0.0;0.0;0.0
COM;2013010800;0.0;0.0;0.0
COM;2013010801;0.0;0.0;0.0
COM;2013010802;0.0;0.0;0.0
COM;2013010803;0.0;0.0;0.0
COM;2013010804;0.0;0.0;0.0
COM;2013010805;0.0;0.0;0.0
COM;2013010806;0.0;0.0;0.0
COM;2013010807;0.0;0.0;0.0
COM;2013010808;0.0;0.0;0.0
COM;2013010809;0.0;0.0;0.0
COM;2013010810;0.0;0.0;0.0
COM;2013010811;0.0;0.0;0.0
COM;2013010812;0.0;0.0;0.0
COM;2013010813;0.0;0.0;0.0
COM;2013010814;0.0;0.0;0.0
COM;2013010815;0.0;0.0;0.0
COM;2013010816;0.0;0.0;0.0
COM;2013010817;0.0;0.0;0.0
COM;2013010818;0.0;0.0;0.0
COM;2013010819;0.0;0.0;0.0
COM;2013010820;0.0;0.0;0.0
COM;2013010821;0.0;0.0;0.0
COM;2013010822;0.0;0.0;0.0
COM;2013010823;0.0;0.0;0.0
COM;2013010900;0.0;0.0;0.0
COM;2013010901;0.0;0.0;0.0
COM;2013010902;0.0;0.0;0.0
COM;2013010903;0.0;0.0;0.0
COM;2013010904;0.0;0.0;0.0
COM;2013010905;0.0;0.0;0.0
COM;2013010906;0.0;0.0;0.0
COM;2013010907;0.0;0.0;0.0
COM;2013010908;0.0;0.0;0.0
COM;2013010909;0.0;0.0;0.0
COM;2013010910;0.0;0.0;0.0
COM;2013010911;0.0;0.0;0.0
COM;2013010912;0.0;0.0;0.0
COM;2013010913;0.0;0.0;0.0
COM;2013010914;0.0;0.0;0.0
COM;2013010915;0.0;0.0;0.0
COM;2013010916;0.0;0.0;0.0
COM;2013010917;0.0;0.0;0.0
COM;2013010918;0.0;0.0;0.0
COM;2013010919;0.0;0.0;0.0
COM;2013010920;0.0;0.0;0.0
COM;2013010921;0.0;0.0;0.0
COM;2013010922;0.0;0.0;0.0
COM;2013010923;0.0;0.0;0.0
COM;2013011000;0.0;0.0;0.0
COM;2013011001;0.0;0.0;0.0
COM;2013011002;0.0;0.0;0.0
COM;2013011003;0.0;0.0;0.0
COM;2013011004;0.0;0.0;0.0
COM;2013011005;0.0;0.0;0.0
COM;2013011006;0.0;0.0;0.0
COM;2013011007;0.0;0.0;0.0
COM;2013011008;0.0;0.0;0.0
COM;2013011009;0.0;0.0;0.0
COM;2013011010;0.0;0.0;0.0
COM;2013011011;0.0;0.0;0.0
COM;2013011012;0.0;0.0;0.0
COM;2013011013;0.0;0.0;0.0
COM;2013011014;0.0;0.0;0.0
COM;2013011015;0.0;0.0;0.0
COM;2013011016;0.0;0.0;0.0
COM;2013011017;0.0;0.0;0.0
COM;2013011018;0.0;0.0;0.0
COM;2013011019;0.0;0.0;0.0
COM;2013011020;0.0;0.0;0.0
COM;2013011021;0.0;0.0;0.0
COM;2013011022;0.0;0.0;0.0
COM;2013011023;0.0;0.0;0.0
COM;2013011100;0.0;0.0;0.0
COM;2013011101;0.0;0.0;0.0
COM;2013011102;0.0;0.0;0.0
COM;2013011103;0.0;0.0;0.0
COM;2013011104;0.0;0.0;0.0
COM;2013011105;0.0;0.0;0.0
COM;2013011106;0.0;0.0;0.0
COM;2013011107;0.0;0.0;0.0
COM;2013011108;0.0;0.0;0.0
COM;2013011109;0.0;0.0;0.0
COM;2013011110;0.0;0.0;0.0
COM;2013011111;0.0;0.0;0.0
COM;2013011112;0.0;0.0;0.0
COM;2013011113;0.0;0.0;0.0
COM;2013011114;0.0;0.0;0.0
COM;2013011115;0.0;0.0;0.0
COM;2013011116;0.0;0.0;0.0
COM;2013011117;0.0;0.0;0.0
COM;2013011118;0.0;0.0;0.0
COM;2013011119;0.0;0.0;0.0
COM;2013011120;0.0;0.0;0.0
COM;2013011121;0.0;0.0;0.0
COM;2013011122;0.0;0.0;0.0
COM;2013011123;0.0;0.0;0.0
COM;2013011200;0.0;0.0;0.0
COM;2013011201;0.0;0.0;0.0
COM;2013011202;0.0;0.0;0.0
COM;2013011203;0.0;0.0;0.0
COM;2013011204;0.0;0.0;0.0
COM;2013011205;0.0;0.0;0.0
COM;2013011206;0.0;0.0;0.0
COM;2013011207;0.0;0.0;0.0
COM;2013011208;0.0;0.0;0.0
COM;2013011209;0.0;0.0;0.0
COM;2013011210;0.0;0.0;0.0
COM;2013011211;0.0;0.0;0.0
COM;2013011212;0.0;0.0;0.0
COM;2013011213;0.0;0.0;0.0
COM;2013011214;0.0;0.0;0.0
COM;2013011215;0.0;0.0;0.0
COM;2013011216;0.0;0.0;0.0
COM;2013011217;0.0;0.0;0.0
COM;2013011218;0.0;0.0;0.0
COM;2013011219;0.0;0.0;0.0
COM;2013011220;0.0;0.0;0.0
COM;2013011221;0.0;0.0;0.0
COM;2013011222;0.0;0.0;0.0
COM;2013011223;0.0;0.0;0.0
COM;2013011300;0.0;0.0;0.0
COM;2013011301;0.0;0.0;0.0
COM;2013011302;0.0;0.0;0.0
COM;2013011303;0.0;0.0;0.0
COM;2013011304;0.0;0.0;0.0
COM;2013011305;0.0;0.0;0.0
COM;2013011306;0.0;0.0;0.0
COM;2013011307;0.0;0.0;0.0
COM;2013011308;0.0;0.0;0.0
COM;2013011309;0.0;0.0;0.0
COM;2013011310;0.0;0.0;0.0
COM;2013011311;0.0;0.0;0.0
COM;2013011312;0.0;0.0;0.0
COM;2013011313;0.0;0.0;0.0
COM;2013011314;0.0;0.0;0.0
COM;2013011315;0.0;0.0;0.0
COM;2013011316;0.0;0.0;0.0
COM;2013011317;0.0;0.0;0.0
COM;2013011318;0.0;0.0;0.0
COM;2013011319;0.0;0.0;0.0
COM;2013011320;0.0;0.0;0.0
COM;2013011321;0.0;0.0;0.0
COM;2013011322;0.0;0.0;0.0
COM;2013011323;0.0;0.0;0.0
COM;2013011400;0.0;0.0;0.0
COM;2013011401;0.0;0.0;0.0
COM;2013011402;0.0;0.0;0.0
COM;2013011403;0.0;0.0;0.0
COM;2013011404;0.0;0.0;0.0
COM;2013011405;0.0;0.0;0.0
COM;2013011406;0.0;0.0;0.0
COM;2013011407;0.0;0.0;0.0
COM;2013011408;0.0;0.0;0.0
COM;2013011409;0.0;0.0;0.0
COM;2013011410;0.0;0.0;0.0
COM;2013011411;0.0;0.0;0.0
COM;2013011412;0.0;0.0;0.0
COM;2013011413;0.0;0.0;0.0
COM;2013011414;0.0;0.0;0.0
COM;2013011415;0.0;0.0;0.0
COM;2013011416;0.0;0.0;0.0
COM;2013011417;0.0;0.0;0.0
COM;2013011418;0.0;0.0;0.0
COM;2013011419;0.0;0.0;0.0
COM;2013011420;0.0;0.0;0.0
COM;2013011421;0.0;0.0;0.0
COM;2013011422;0.0;0.0;0.0
COM;2013011423;0.0;0.0;0.0
COM;2013011500;0.0;0.0;0.0
COM;2013011501;0.0;0.0;0.0
COM;2013011502;0.0;0.0;0.0
COM;2013011503;0.0;0.0;0.0
COM;2013011504;0.0;0.0;0.0
COM;2013011505;0.0;0.0;0.0
COM;2013011506;0.0;0.0;0.0
COM;2013011507;0.0;0.0;0.0
COM;2013011508;0.0;0.0;0.0
COM;2013011509;0.0;0.0;0.0
COM;2013011510;0.0;0.0;0.0
COM;2013011511;0.0;0.0;0.0
COM;2013011512;0.0;0.0;0.0
COM;2013011513;0.0;0.0;0.0
COM;2013011514;0.0;0.0;0.0
COM;2013011515;0.0;0.0;0.0
COM;2013011516;0.0;0.0;0.2
COM;2013011517;0.2;0.2;0.2
COM;2013011518;0.3;0.5;0.5
COM;2013011519;0.7;1.2;0.8
COM;2013011520;0.6;1.8;0.2
COM;2013011521;0.1;1.9;0.0
COM;2013011522;0.0;1.9;0.0
COM;2013011523;0.0;1.9;0.0
COM;2013011600;0.0;1.9;0.0
COM;2013011601;0.0;1.9;0.0
COM;2013011602;0.0;1.9;0.0
COM;2013011603;0.0;1.9;0.0
COM;2013011604;0.0;1.9;0.0
COM;2013011605;0.0;1.9;0.0
COM;2013011606;0.0;1.9;0.0
COM;2013011607;0.0;1.9;0.0
COM;2013011608;0.0;1.9;0.0
COM;2013011609;0.0;1.9;0.0
COM;2013011610;0.0;1.9;0.0
COM;2013011611;0.0;1.9;0.0
COM;2013011612;0.0;1.9;0.0
COM;2013011613;0.0;1.9;0.0
COM;2013011614;0.0;1.9;0.0
COM;2013011615;0.0;1.9;0.0
COM;2013011616;0.0;1.9;0.0
COM;2013011617;0.0;1.7;0.0
COM;2013011618;0.0;1.4;0.0
COM;2013011619;0.0;0.7;0.0
COM;2013011620;0.0;0.1;0.0
COM;2013011621;0.0;0.0;0.0
COM;2013011622;0.0;0.0;0.0
COM;2013011623;0.0;0.0;0.0
COM;2013011700;0.0;0.0;0.0
COM;2013011701;0.0;0.0;0.0
COM;2013011702;0.0;0.0;0.0
COM;2013011703;0.0;0.0;0.0
COM;2013011704;0.0;0.0;0.0
COM;2013011705;0.0;0.0;0.0
COM;2013011706;0.0;0.0;0.0
COM;2013011707;0.0;0.0;0.0
COM;2013011708;0.0;0.0;0.0
COM;2013011709;0.0;0.0;0.0
COM;2013011710;0.0;0.0;0.0
COM;2013011711;0.0;0.0;0.0
COM;2013011712;0.0;0.0;0.0
COM;2013011713;0.0;0.0;0.0
COM;2013011714;0.0;0.0;0.0
COM;2013011715;0.0;0.0;0.0
COM;2013011716;0.0;0.0;0.0
COM;2013011717;0.0;0.0;0.0
COM;2013011718;0.0;0.0;0.0
COM;2013011719;0.0;0.0;0.0
COM;2013011720;0.0;0.0;0.0
COM;2013011721;0.0;0.0;0.0
COM;2013011722;0.0;0.0;0.0
COM;2013011723;0.0;0.0;0.0
COM;2013011800;0.0;0.0;0.0
COM;2013011801;0.0;0.0;0.0
COM;2013011802;0.0;0.0;0.0
COM;2013011803;0.0;0.0;0.0
COM;2013011804;0.0;0.0;0.0
COM;2013011805;0.0;0.0;0.0
COM;2013011806;0.0;0.0;0.0
COM;2013011807;0.0;0.0;0.0
COM;2013011808;0.0;0.0;0.0
COM;2013011809;0.0;0.0;0.0
COM;2013011810;0.0;0.0;0.0
COM;2013011811;0.0;0.0;0.0
COM;2013011812;0.0;0.0;0.0
COM;2013011813;0.0;0.0;0.0
COM;2013011814;0.0;0.0;0.0
COM;2013011815;0.0;0.0;0.0
COM;2013011816;0.0;0.0;0.0
COM;2013011817;0.0;0.0;0.0
COM;2013011818;0.0;0.0;0.0
COM;2013011819;0.0;0.0;0.0
COM;2013011820;0.0;0.0;0.0
COM;2013011821;0.0;0.0;0.0
COM;2013011822;0.0;0.0;0.0
COM;2013011823;0.0;0.0;0.0
COM;2013011900;0.0;0.0;0.0
COM;2013011901;0.0;0.0;0.0
COM;2013011902;0.0;0.0;0.0
COM;2013011903;0.0;0.0;0.0
COM;2013011904;0.0;0.0;0.0
COM;2013011905;0.0;0.0;0.0
COM;2013011906;0.0;0.0;0.0
COM;2013011907;0.0;0.0;0.0
COM;2013011908;0.0;0.0;0.0
COM;2013011909;0.0;0.0;0.0
COM;2013011910;0.0;0.0;0.0
COM;2013011911;0.0;0.0;0.0
COM;2013011912;0.0;0.0;0.0
COM;2013011913;0.0;0.0;0.0
COM;2013011914;0.0;0.0;0.0
COM;2013011915;0.0;0.0;0.0
COM;2013011916;0.0;0.0;0.0
COM;2013011917;0.0;0.0;0.0
COM;2013011918;0.0;0.0;0.1
COM;2013011919;0.1;0.1;0.0
COM;2013011920;0.0;0.1;0.0
COM;2013011921;0.0;0.1;0.0
COM;2013011922;0.0;0.1;0.0
COM;2013011923;0.0;0.1;0.0
COM;2013012000;0.0;0.1;0.1
COM;2013012001;0.3;0.4;0.2
COM;2013012002;0.0;0.4;0.0
COM;2013012003;0.0;0.4;0.0
COM;2013012004;0.1;0.5;0.1
COM;2013012005;0.0;0.5;0.0
COM;2013012006;0.0;0.5;0.0
COM;2013012007;0.0;0.5;0.0
COM;2013012008;0.3;0.8;1.7
COM;2013012009;1.9;2.7;1.8
COM;2013012010;1.9;4.6;1.2
COM;2013012011;0.9;5.5;1.4
COM;2013012012;1.8;7.3;1.2
COM;2013012013;0.8;8.1;0.5
COM;2013012014;0.3;8.4;0.5
COM;2013012015;0.6;9.0;1.1
COM;2013012016;1.3;10.3;0.9
COM;2013012017;0.6;10.9;0.2
COM;2013012018;0.1;11.0;0.1
COM;2013012019;0.1;11.0;0.2
COM;2013012020;0.4;11.4;0.9
COM;2013012021;1.2;12.6;1.8
COM;2013012022;2.0;14.6;2.4
COM;2013012023;2.4;17.0;2.0
COM;2013012100;2.0;19.0;2.3
COM;2013012101;1.9;20.6;0.5
COM;2013012102;0.2;20.8;0.2
COM;2013012103;0.3;21.1;0.1
COM;2013012104;0.0;21.0;0.0
COM;2013012105;0.0;21.0;0.0
COM;2013012106;0.1;21.1;0.2
COM;2013012107;0.1;21.2;0.4
COM;2013012108;1.2;22.1;1.0
COM;2013012109;0.3;20.5;0.2
COM;2013012110;0.1;18.7;0.1
COM;2013012111;0.1;17.9;0.0
COM;2013012112;0.0;16.1;0.0
COM;2013012113;0.1;15.4;0.1
COM;2013012114;0.0;15.1;0.0
COM;2013012115;0.0;14.5;0.0
COM;2013012116;0.0;13.2;0.0
COM;2013012117;0.0;12.6;0.0
COM;2013012118;0.0;12.5;0.0
COM;2013012119;0.0;12.4;0.0
COM;2013012120;0.0;12.0;0.0
COM;2013012121;0.0;10.8;0.0
COM;2013012122;0.0;8.8;0.0
COM;2013012123;0.0;6.4;0.0
COM;2013012200;0.0;4.4;0.0
COM;2013012201;0.0;2.5;0.0
COM;2013012202;0.0;2.3;0.0
COM;2013012203;0.0;2.0;0.0
COM;2013012204;0.0;2.0;0.0
COM;2013012205;0.0;2.0;0.0
COM;2013012206;0.0;1.9;0.0
COM;2013012207;0.0;1.8;0.0
COM;2013012208;0.0;0.6;0.0
COM;2013012209;0.0;0.3;0.0
COM;2013012210;0.0;0.2;0.0
COM;2013012211;0.0;0.1;0.0
COM;2013012212;0.0;0.1;0.0
COM;2013012213;0.0;0.0;0.0
COM;2013012214;0.0;0.0;0.0
COM;2013012215;0.0;0.0;0.0
COM;2013012216;0.0;0.0;0.0
COM;2013012217;0.0;0.0;0.0
COM;2013012218;0.0;0.0;0.0
COM;2013012219;0.0;0.0;0.0
COM;2013012220;0.0;0.0;0.0
COM;2013012221;0.0;0.0;0.0
COM;2013012222;0.0;0.0;0.0
COM;2013012223;0.0;0.0;0.0
COM;2013012300;0.0;0.0;0.0
COM;2013012301;0.0;0.0;0.0
COM;2013012302;0.0;0.0;0.0
COM;2013012303;0.0;0.0;0.0
COM;2013012304;0.0;0.0;0.0
COM;2013012305;0.0;0.0;0.0
COM;2013012306;0.0;0.0;0.0
COM;2013012307;0.0;0.0;0.0
COM;2013012308;0.0;0.0;0.0
COM;2013012309;0.0;0.0;0.0
COM;2013012310;0.0;0.0;0.0
COM;2013012311;0.0;0.0;0.0
COM;2013012312;0.0;0.0;0.0
COM;2013012313;0.0;0.0;0.0
COM;2013012314;0.0;0.0;0.0
COM;2013012315;0.0;0.0;0.0
COM;2013012316;0.0;0.0;0.0
COM;2013012317;0.0;0.0;0.0
COM;2013012318;0.0;0.0;0.0
COM;2013012319;0.0;0.0;0.0
COM;2013012320;0.0;0.0;0.0
COM;2013012321;0.0;0.0;0.0
COM;2013012322;0.0;0.0;0.0
COM;2013012323;0.0;0.0;0.0
COM;2013012400;0.0;0.0;0.0
COM;2013012401;0.0;0.0;0.0
COM;2013012402;0.0;0.0;0.0
COM;2013012403;0.0;0.0;0.0
COM;2013012404;0.0;0.0;0.0
COM;2013012405;0.0;0.0;0.0
COM;2013012406;0.0;0.0;0.0
COM;2013012407;0.0;0.0;0.0
COM;2013012408;0.0;0.0;0.0
COM;2013012409;0.0;0.0;0.0
COM;2013012410;0.0;0.0;0.0
COM;2013012411;0.0;0.0;0.0
COM;2013012412;0.0;0.0;0.0
COM;2013012413;0.0;0.0;0.0
COM;2013012414;0.0;0.0;0.0
COM;2013012415;0.0;0.0;0.0
COM;2013012416;0.0;0.0;0.0
COM;2013012417;0.0;0.0;0.0
COM;2013012418;0.0;0.0;0.0
COM;2013012419;0.0;0.0;0.0
COM;2013012420;0.0;0.0;0.0
COM;2013012421;0.0;0.0;0.0
COM;2013012422;0.0;0.0;0.0
COM;2013012423;0.0;0.0;0.0
COM;2013012500;0.0;0.0;0.0
COM;2013012501;0.0;0.0;0.0
COM;2013012502;0.0;0.0;0.0
COM;2013012503;0.0;0.0;0.0
COM;2013012504;0.0;0.0;0.0
COM;2013012505;0.0;0.0;0.0
COM;2013012506;0.0;0.0;0.0
COM;2013012507;0.0;0.0;0.0
COM;2013012508;0.0;0.0;0.0
COM;2013012509;0.0;0.0;0.0
COM;2013012510;0.0;0.0;0.0
COM;2013012511;0.0;0.0;0.0
COM;2013012512;0.0;0.0;0.0
COM;2013012513;0.0;0.0;0.0
COM;2013012514;0.0;0.0;0.0
COM;2013012515;0.0;0.0;0.0
COM;2013012516;0.0;0.0;0.0
COM;2013012517;0.0;0.0;0.0
COM;2013012518;0.0;0.0;0.0
COM;2013012519;0.0;0.0;0.0
COM;2013012520;0.0;0.0;0.0
COM;2013012521;0.0;0.0;0.0
COM;2013012522;0.0;0.0;0.0
COM;2013012523;0.0;0.0;0.0
COM;2013012600;0.0;0.0;0.0
COM;2013012601;0.0;0.0;0.0
COM;2013012602;0.0;0.0;0.0
COM;2013012603;0.0;0.0;0.0
COM;2013012604;0.0;0.0;0.0
COM;2013012605;0.0;0.0;0.0
COM;2013012606;0.0;0.0;0.0
COM;2013012607;0.0;0.0;0.0
COM;2013012608;0.0;0.0;0.0
COM;2013012609;0.0;0.0;0.0
COM;2013012610;0.0;0.0;0.0
COM;2013012611;0.0;0.0;0.0
COM;2013012612;0.0;0.0;0.0
COM;2013012613;0.0;0.0;0.0
COM;2013012614;0.0;0.0;0.0
COM;2013012615;0.0;0.0;0.0
COM;2013012616;0.0;0.0;0.0
COM;2013012617;0.0;0.0;0.0
COM;2013012618;0.0;0.0;0.0
COM;2013012619;0.0;0.0;0.0
COM;2013012620;0.0;0.0;0.0
COM;2013012621;0.0;0.0;0.0
COM;2013012622;0.0;0.0;0.0
COM;2013012623;0.0;0.0;0.0
COM;2013012700;0.0;0.0;0.0
COM;2013012701;0.0;0.0;0.0
COM;2013012702;0.0;0.0;0.0
COM;2013012703;0.0;0.0;0.0
COM;2013012704;0.0;0.0;0.0
COM;2013012705;0.0;0.0;0.0
COM;2013012706;0.0;0.0;0.0
COM;2013012707;0.0;0.0;0.0
COM;2013012708;0.0;0.0;0.0
COM;2013012709;0.0;0.0;0.0
COM;2013012710;0.0;0.0;0.0
COM;2013012711;0.0;0.0;0.0
COM;2013012712;0.0;0.0;0.0
COM;2013012713;0.0;0.0;0.0
COM;2013012714;0.0;0.0;0.0
COM;2013012715;0.0;0.0;0.0
COM;2013012716;0.0;0.0;0.0
COM;2013012717;0.0;0.0;0.0
COM;2013012718;0.0;0.0;0.0
COM;2013012719;0.0;0.0;0.0
COM;2013012720;0.0;0.0;0.0
COM;2013012721;0.0;0.0;0.0
COM;2013012722;0.0;0.0;0.0
COM;2013012723;0.0;0.0;0.0
COM;2013012800;0.0;0.0;0.0
COM;2013012801;0.0;0.0;0.0
COM;2013012802;0.0;0.0;0.0
COM;2013012803;0.0;0.0;0.0
COM;2013012804;0.0;0.0;0.0
COM;2013012805;0.0;0.0;0.0
COM;2013012806;0.0;0.0;0.0
COM;2013012807;0.0;0.0;0.0
COM;2013012808;0.0;0.0;0.0
COM;2013012809;0.0;0.0;0.0
COM;2013012810;0.0;0.0;0.0
COM;2013012811;0.0;0.0;0.0
COM;2013012812;0.0;0.0;0.0
COM;2013012813;0.0;0.0;0.0
COM;2013012814;0.0;0.0;0.0
COM;2013012815;0.0;0.0;0.0
COM;2013012816;0.0;0.0;0.0
COM;2013012817;0.0;0.0;0.0
COM;2013012818;0.0;0.0;0.0
COM;2013012819;0.0;0.0;0.0
COM;2013012820;0.0;0.0;0.0
COM;2013012821;0.0;0.0;0.0
COM;2013012822;0.0;0.0;0.0
COM;2013012823;0.0;0.0;0.0
COM;2013012900;0.0;0.0;0.0
COM;2013012901;0.0;0.0;0.0
COM;2013012902;0.0;0.0;0.0
COM;2013012903;0.0;0.0;0.0
COM;2013012904;0.0;0.0;0.0
COM;2013012905;0.0;0.0;0.0
COM;2013012906;0.0;0.0;0.0
COM;2013012907;0.0;0.0;0.0
COM;2013012908;0.0;0.0;0.0
COM;2013012909;0.0;0.0;0.0
COM;2013012910;0.0;0.0;0.0
COM;2013012911;0.0;0.0;0.0
COM;2013012912;0.0;0.0;0.0
COM;2013012913;0.0;0.0;0.0
COM;2013012914;0.0;0.0;0.0
COM;2013012915;0.0;0.0;0.0
COM;2013012916;0.0;0.0;0.0
COM;2013012917;0.0;0.0;0.0
COM;2013012918;0.0;0.0;0.0
COM;2013012919;0.0;0.0;0.0
COM;2013012920;0.0;0.0;0.0
COM;2013012921;0.0;0.0;0.0
COM;2013012922;0.0;0.0;0.0
COM;2013012923;0.0;0.0;0.0
COM;2013013000;0.0;0.0;0.0
